Frame,Predicted Label
444,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
445,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
446,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
447,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
448,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
449,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
450,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
451,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
452,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
453,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
454,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
455,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
456,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
457,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
458,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
459,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
460,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
461,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
462,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
463,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
464,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
465,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
466,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
467,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
468,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
469,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
470,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
471,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
472,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
473,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
474,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
475,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
476,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
477,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
478,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
479,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
480,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
481,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
482,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
483,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
484,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
485,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
486,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
487,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
488,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
489,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
490,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
491,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
492,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
493,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
494,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
495,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
496,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
497,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
498,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
499,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
500,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
501,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
502,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
503,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
504,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
505,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
506,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
507,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
508,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
509,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
510,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
511,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
512,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
513,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
514,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
515,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
516,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
517,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
518,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
519,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
520,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
521,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
522,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
523,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
524,"recreation, nursery rhymes, animal behaviors (pantomime - human subject"
525,salsa
526,salsa
527,salsa
528,salsa
529,salsa
530,salsa
531,salsa
532,salsa
533,salsa
534,salsa
535,salsa
536,salsa
537,salsa
538,salsa
539,salsa
540,salsa
541,salsa
542,salsa
543,salsa
544,salsa
545,salsa
546,salsa
547,salsa
548,salsa
549,salsa
550,salsa
551,salsa
552,salsa
553,salsa
554,salsa
555,salsa
556,salsa
557,salsa
558,salsa
559,salsa
560,salsa
561,salsa
562,salsa
563,salsa
564,salsa
565,salsa
566,salsa
567,salsa
568,salsa
569,salsa
570,salsa
571,salsa
572,salsa
573,salsa
574,salsa
575,salsa
576,salsa
577,salsa
578,salsa
579,salsa
580,salsa
581,salsa
582,salsa
583,salsa
584,salsa
585,salsa
586,salsa
587,salsa
588,salsa
589,salsa
590,salsa
591,salsa
592,salsa
593,salsa
594,salsa
595,salsa
596,salsa
597,salsa
598,salsa
599,salsa
600,salsa
601,salsa
602,salsa
603,salsa
604,salsa
605,salsa
606,salsa
607,salsa
608,salsa
609,salsa
610,salsa
611,salsa
612,salsa
613,salsa
614,salsa
615,salsa
616,salsa
617,salsa
618,salsa
619,salsa
620,salsa
621,salsa
622,salsa
623,salsa
624,salsa
625,salsa
626,salsa
627,salsa
628,salsa
629,salsa
630,salsa
631,salsa
632,salsa
633,salsa
634,salsa
635,salsa
636,salsa
637,salsa
638,salsa
639,salsa
640,salsa
641,salsa
642,salsa
643,salsa
644,salsa
645,salsa
646,salsa
647,salsa
648,salsa
649,salsa
650,salsa
651,salsa
652,salsa
653,salsa
654,salsa
655,salsa
656,salsa
657,salsa
658,salsa
659,salsa
660,salsa
661,salsa
662,salsa
663,salsa
664,salsa
665,salsa
666,salsa
667,salsa
668,salsa
669,salsa
670,salsa
671,salsa
672,salsa
673,salsa
674,salsa
675,salsa
676,salsa
677,salsa
678,salsa
679,salsa
680,salsa
681,salsa
682,salsa
683,salsa
684,salsa
685,salsa
686,salsa
687,salsa
688,salsa
689,salsa
690,salsa
691,salsa
692,salsa
693,salsa
694,salsa
695,salsa
696,salsa
697,salsa
698,salsa
699,salsa
700,salsa
701,salsa
702,salsa
703,salsa
704,salsa
705,salsa
706,salsa
707,salsa
708,salsa
709,salsa
710,salsa
711,salsa
712,salsa
713,salsa
714,salsa
715,salsa
716,salsa
717,salsa
718,salsa
719,salsa
720,salsa
721,salsa
722,salsa
723,salsa
724,salsa
725,salsa
726,salsa
727,salsa
728,salsa
729,salsa
730,salsa
731,salsa
732,salsa
733,salsa
734,salsa
735,salsa
736,salsa
737,salsa
738,salsa
739,salsa
740,salsa
741,salsa
742,salsa
743,salsa
744,salsa
745,salsa
746,salsa
747,salsa
748,salsa
749,salsa
750,salsa
751,salsa
752,salsa
753,salsa
754,salsa
755,salsa
756,salsa
757,salsa
758,salsa
759,salsa
760,salsa
761,salsa
762,salsa
763,salsa
764,salsa
765,salsa
766,salsa
767,salsa
768,salsa
769,salsa
770,salsa
771,salsa
772,salsa
773,salsa
774,salsa
775,salsa
776,salsa
777,salsa
778,salsa
779,salsa
780,salsa
781,salsa
782,salsa
783,salsa
784,salsa
785,salsa
786,salsa
787,salsa
788,salsa
789,salsa
790,salsa
791,salsa
792,salsa
793,salsa
794,salsa
795,salsa
796,salsa
797,salsa
798,salsa
799,salsa
800,salsa
801,salsa
802,salsa
803,salsa
804,salsa
805,salsa
806,salsa
807,salsa
808,salsa
809,salsa
810,salsa
811,salsa
812,salsa
813,salsa
814,salsa
815,salsa
816,salsa
817,salsa
818,salsa
819,salsa
820,salsa
821,salsa
822,salsa
823,salsa
824,salsa
825,salsa
826,salsa
827,salsa
828,salsa
829,salsa
830,salsa
831,salsa
832,salsa
833,salsa
834,salsa
835,salsa
836,salsa
837,salsa
838,salsa
839,salsa
840,salsa
841,salsa
842,salsa
843,salsa
844,salsa
845,salsa
846,salsa
847,salsa
848,salsa
849,salsa
850,salsa
851,salsa
852,salsa
853,salsa
854,salsa
855,salsa
856,salsa
857,salsa
858,salsa
859,salsa
860,salsa
861,salsa
862,salsa
863,salsa
864,salsa
865,salsa
866,salsa
867,salsa
868,salsa
869,salsa
870,salsa
871,salsa
872,salsa
873,salsa
874,salsa
875,salsa
876,salsa
877,salsa
878,salsa
879,salsa
880,salsa
881,salsa
882,salsa
883,salsa
884,salsa
885,salsa
886,salsa
887,salsa
888,salsa
889,salsa
890,salsa
891,salsa
892,salsa
893,salsa
894,salsa
895,salsa
896,salsa
897,salsa
898,salsa
899,salsa
900,salsa
901,salsa
902,salsa
903,salsa
904,salsa
905,salsa
906,salsa
907,salsa
908,salsa
909,salsa
910,salsa
911,salsa
912,salsa
913,salsa
914,salsa
915,salsa
916,salsa
917,salsa
918,salsa
919,salsa
920,salsa
921,salsa
922,salsa
923,salsa
924,salsa
925,salsa
926,salsa
927,salsa
928,salsa
929,salsa
930,salsa
931,salsa
932,salsa
933,salsa
934,salsa
935,salsa
936,salsa
937,salsa
938,salsa
939,salsa
940,salsa
941,salsa
942,salsa
943,salsa
944,salsa
945,salsa
946,salsa
947,salsa
948,salsa
949,salsa
950,salsa
951,salsa
952,salsa
953,salsa
954,salsa
955,salsa
956,salsa
957,salsa
958,salsa
959,salsa
960,salsa
961,salsa
962,salsa
963,salsa
964,salsa
965,salsa
966,salsa
967,salsa
968,salsa
969,salsa
970,salsa
971,salsa
972,salsa
973,salsa
974,salsa
975,salsa
976,salsa
977,salsa
978,salsa
979,salsa
980,salsa
981,salsa
982,salsa
983,salsa
984,salsa
985,salsa
986,salsa
987,salsa
988,salsa
989,salsa
990,salsa
991,salsa
992,salsa
993,salsa
994,salsa
995,salsa
996,salsa
997,salsa
998,salsa
999,salsa
1000,salsa
1001,salsa
1002,salsa
1003,salsa
1004,salsa
1005,salsa
1006,salsa
